Effective Date,County,Trade Title,Region,Type,Class,Base Wage,Foreman Wage,OT M-F,OT Sa,OT Su,OT Hol,H/W,Pension,Vacation,Training,Other Fringe Benefit
8/15/2018,Bond,TRUCK DRIVER,ALL,O&C,4,29.89,32.12,1.5,1.5,2,2,12.16,6.10,0.00,0.25,
8/15/2018,Bond,TRUCK DRIVER,ALL,O&C,5,30.68,32.12,1.5,1.5,2,2,12.16,6.10,0.00,0.25,
8/15/2018,Boone,ASBESTOS ABT-GEN,All,ALL,,42.72,43.72,1.5,1.5,2,2,13.77,13.70,0.00,0.72,0.00
8/15/2018,Boone,ASBESTOS ABT-MEC,ALL,BLD,,22.75,24.25,1.5,1.5,2,2,3.39,5.17,0.00,0.00,
8/15/2018,Boone,BOILERMAKER,All,BLD,,49.46,53.91,2,2,2,2,6.97,20.41,0.00,0.40,0.00
8/15/2018,Boone,BRICK MASON,All,BLD,,41.45,45.70,1.5,1.5,2,2,11.05,14.00,0.00,0.93,0.00
4/5/2019,Boone,CARPENTER,All,BLD,,40.00,44.40,1.5,1.5,2,2,11.10,14.61,0.00,0.73,0.00
12/21/2018,Boone,CARPENTER,ALL,HWY,,44.22,45.97,1.5,1.5,2,2,11.10,15.00,0.00,0.73,
8/15/2018,Boone,CEMENT MASON,All,ALL,,37.00,39.75,1.5,1.5,2,2,11.55,16.83,0.00,0.50,0.00
8/15/2018,Boone,CERAMIC TILE FNSHER,All,BLD,,35.05,35.05,1.5,1.5,2,2,10.35,7.11,0.00,0.78,0.00
12/21/2018,Boone,COMMUNICATION TECH,All,BLD,,40.25,44.28,1.5,1.5,2,2,13.19,14.20,0.00,0.81,0.00
8/15/2018,Boone,ELECTRIC PWR EQMT OP,All,ALL,,42.59,57.95,1.5,1.5,2,2,5.75,13.21,0.00,0.75,0.00
8/15/2018,Boone,ELECTRIC PWR EQMT OP,ALL,HWY,,41.45,56.38,1.5,1.5,2,2,5.50,12.87,0.00,0.73,
8/15/2018,Boone,ELECTRIC PWR GRNDMAN,All,ALL,,32.86,57.95,1.5,1.5,2,2,5.75,10.20,0.00,0.58,0.00
8/15/2018,Boone,ELECTRIC PWR GRNDMAN,ALL,HWY,,32.00,56.38,1.5,1.5,2,2,5.50,9.92,0.00,0.66,
8/15/2018,Boone,ELECTRIC PWR LINEMAN,All,ALL,,51.06,57.95,1.5,1.5,2,2,5.75,15.85,0.00,0.90,0.00
8/15/2018,Boone,ELECTRIC PWR LINEMAN,ALL,HWY,,49.67,56.38,1.5,1.5,2,2,5.50,15.40,0.00,0.88,
8/15/2018,Boone,ELECTRIC PWR TRK DRV,All,ALL,,34.03,57.95,1.5,1.5,2,2,5.75,10.55,0.00,0.60,0.00
8/15/2018,Boone,ELECTRIC PWR TRK DRV,ALL,HWY,,33.14,56.38,1.5,1.5,2,2,5.50,10.29,0.00,0.59,
3/1/2019,Boone,ELECTRICIAN,All,BLD,,47.00,51.70,1.5,1.5,2,2,13.19,19.38,0.00,0.94,0.00
8/15/2018,Boone,ELEVATOR CONSTRUCTOR,All,BLD,,50.47,56.78,2,2,2,2,15.43,16.61,4.04,0.61,0.00
8/15/2018,Boone,GLAZIER,All,BLD,,40.03,42.03,1.5,1.5,1.5,1.5,11.90,8.70,0.00,1.25,0.00
8/15/2018,Boone,HT/FROST INSULATOR,ALL,BLD,,33.83,36.87,1.5,1.5,2,2,9.10,20.67,0.00,0.48,
8/15/2018,Boone,IRON WORKER,All,ALL,,39.39,45.30,2,2,2,2,12.27,25.42,0.00,1.20,0.00
4/5/2019,Boone,LABORER,All,ALL,,42.72,43.47,1.5,1.5,2,2,13.77,13.70,0.00,0.72,0.00
8/15/2018,Boone,LATHER,All,BLD,,40.00,44.40,1.5,1.5,2,2,11.10,14.61,0.00,0.73,0.00
8/15/2018,Boone,MACHINIST,All,BLD,,48.38,50.88,1.5,1.5,2,2,7.23,8.95,1.85,1.47,0.00
8/15/2018,Boone,MARBLE FINISHERS,All,BLD,,35.05,35.05,1.5,1.5,2,2,10.35,7.11,0.00,0.78,0.00
8/15/2018,Boone,MARBLE MASON,All,BLD,,38.00,40.50,1.5,1.5,2,2,10.35,9.14,0.00,0.84,0.00
11/9/2018,Boone,MATERIAL TESTER I,ALL,ALL,,32.72,32.72,1.5,1.5,2,2,13.77,13.70,0.00,0.72,0.00
11/9/2018,Boone,MATERIALS TESTER II,ALL,ALL,,37.72,37.72,1.5,1.5,2,2,13.77,13.70,0.00,0.72,0.00
8/15/2018,Boone,MILLWRIGHT,All,BLD,,40.27,44.30,1.5,1.5,2,2,10.55,15.95,0.00,0.70,0.00
8/15/2018,Boone,OPERATING ENGINEER,All,BLD,1,46.80,50.80,2,2,2,2,19.65,14.15,2.35,1.30,0.00
8/15/2018,Boone,OPERATING ENGINEER,All,BLD,2,46.10,50.80,2,2,2,2,19.65,14.15,2.35,1.30,0.00
8/15/2018,Boone,OPERATING ENGINEER,All,BLD,3,43.65,50.80,2,2,2,2,19.65,14.15,2.35,1.30,0.00
8/15/2018,Boone,OPERATING ENGINEER,All,BLD,4,41.65,50.80,2,2,2,2,19.65,14.15,2.35,1.30,0.00
8/15/2018,Boone,OPERATING ENGINEER,All,BLD,5,50.55,50.80,2,2,2,2,19.65,14.15,2.35,1.30,0.00
8/15/2018,Boone,OPERATING ENGINEER,All,BLD,6,49.80,50.80,2,2,2,2,19.65,14.15,2.35,1.30,0.00
8/15/2018,Boone,OPERATING ENGINEER,All,BLD,7,46.80,50.80,2,2,2,2,19.65,14.15,2.35,1.30,0.00
8/15/2018,Boone,OPERATING ENGINEER,All,FLT,,38.00,38.00,1.5,1.5,2,2,18.80,14.35,2.00,1.30,0.00
11/16/2018,Boone,OPERATING ENGINEER,All,HWY,1,46.65,50.65,1.5,1.5,2,2,19.65,14.15,2.35,1.30,0.00
11/23/2018,Boone,OPERATING ENGINEER,All,HWY,2,46.10,50.65,1.5,1.5,2,2,19.65,14.15,2.35,1.30,0.00
8/15/2018,Boone,OPERATING ENGINEER,All,HWY,3,44.80,50.65,1.5,1.5,2,2,19.65,14.15,2.35,1.30,0.00
8/15/2018,Boone,OPERATING ENGINEER,All,HWY,4,43.35,50.65,1.5,1.5,2,2,19.65,14.15,2.35,1.30,0.00
8/15/2018,Boone,OPERATING ENGINEER,All,HWY,5,41.90,50.65,1.5,1.5,2,2,19.65,14.15,2.35,1.30,0.00
8/15/2018,Boone,OPERATING ENGINEER,All,HWY,6,49.65,50.65,1.5,1.5,2,2,19.65,14.15,2.35,1.30,0.00
8/15/2018,Boone,OPERATING ENGINEER,All,HWY,7,47.65,50.65,1.5,1.5,2,2,19.65,14.15,2.35,1.30,0.00
8/15/2018,Boone,PAINTER,All,ALL,,39.45,41.45,1.5,1.5,1.5,1.5,11.55,8.46,0.00,1.35,0.00
8/15/2018,Boone,PAINTER SIGNS,ALL,BLD,,33.92,38.09,1.5,1.5,1.5,1.5,2.60,2.71,0.00,0.00,
8/15/2018,Boone,PILEDRIVER,All,BLD,,41.00,45.51,1.5,1.5,2,2,11.10,14.61,0.00,0.73,0.00
3/1/2019,Boone,PILEDRIVER,ALL,HWY,,45.22,46.97,1.5,1.5,2,2,11.10,15.00,0.00,0.73,0.00
10/26/2018,Boone,PIPEFITTER,All,BLD,,48.67,52.08,1.5,1.5,2,2,8.95,12.19,0.00,1.70,0.00
8/15/2018,Boone,PLASTERER,All,BLD,,34.78,38.26,1.5,1.5,2,2,11.55,17.19,0.00,0.50,0.00
10/26/2018,Boone,PLUMBER,All,BLD,,48.67,52.08,1.5,1.5,2,2,8.95,12.19,0.00,1.70,0.00
8/15/2018,Boone,ROOFER,All,BLD,,43.65,47.65,1.5,1.5,2,2,9.73,12.44,0.00,0.53,0.00
8/15/2018,Boone,SHEETMETAL WORKER,All,BLD,,42.06,45.42,1.5,1.5,2,2,7.81,19.28,0.00,0.45,0.00
8/15/2018,Boone,SPRINKLER FITTER,All,BLD,,42.87,45.62,1.5,1.5,2,2,9.67,9.80,0.00,0.77,0.00
8/15/2018,Boone,STONE MASON,All,BLD,,41.45,45.70,1.5,1.5,2,2,11.05,14.00,0.00,0.93,0.00
8/15/2018,Boone,TERRAZZO FINISHER,All,BLD,,35.05,35.05,1.5,1.5,2,2,10.35,7.11,0.00,0.78,0.00
8/15/2018,Boone,TERRAZZO MASON,All,BLD,,38.00,40.50,1.5,1.5,2,2,10.35,9.14,0.00,0.84,0.00
8/15/2018,Boone,TILE LAYER,All,BLD,,38.00,40.50,1.5,1.5,2,2,10.35,9.14,0.00,0.84,0.00
8/15/2018,Boone,TILE MASON,All,BLD,,38.00,40.50,1.5,1.5,2,2,10.35,9.14,0.00,0.84,0.00
8/15/2018,Boone,TRUCK DRIVER,ALL,ALL,1,35.02,0.00,1.5,1.5,2,2,8.60,8.60,0.00,0.20,
8/15/2018,Boone,TRUCK DRIVER,ALL,ALL,2,35.17,0.00,1.5,1.5,2,2,8.60,8.60,0.00,0.20,
8/15/2018,Boone,TRUCK DRIVER,All,ALL,3,37.97,,1.5,1.5,2,2,10.40,10.55,0.00,0.20,0.00
8/15/2018,Boone,TRUCK DRIVER,ALL,ALL,4,35.48,0.00,1.5,1.5,2,2,8.60,8.60,0.00,0.20,
8/15/2018,Boone,TUCKPOINTER,All,BLD,,41.45,45.70,1.5,1.5,2,2,11.05,14.00,0.00,0.93,0.00
8/15/2018,Brown,ASBESTOS ABT-GEN,All,BLD,,27.72,29.47,1.5,1.5,2,2,9.25,13.00,0.00,0.80,0.00
8/15/2018,Brown,ASBESTOS ABT-MEC,ALL,BLD,,31.56,32.56,1.5,1.5,2,2,8.25,3.00,0.00,0.00,
4/5/2019,Brown,BOILERMAKER,All,BLD,,37.00,39.50,1.5,1.5,2,2,7.07,23.72,1.50,1.05,0.00
8/15/2018,Brown,BRICK MASON,All,BLD,,30.29,31.80,1.5,1.5,2,2,9.10,11.18,0.00,0.85,0.00
4/5/2019,Brown,CARPENTER,All,BLD,,32.24,34.49,1.5,1.5,2,2,8.55,17.50,0.00,0.54,0.00
8/15/2018,Brown,CARPENTER,All,HWY,,33.30,35.05,1.5,1.5,2,2,8.55,17.50,0.00,0.52,0.00
8/15/2018,Brown,CEMENT MASON,All,BLD,,29.00,30.50,1.5,1.5,2,2,9.10,12.98,0.00,0.57,0.00
8/15/2018,Brown,CEMENT MASON,All,HWY,,29.00,30.25,1.5,1.5,2,2,9.10,13.26,0.00,0.65,0.00
8/15/2018,Brown,CERAMIC TILE FNSHER,All,BLD,,31.03,31.03,1.5,1.5,2,2,9.10,8.71,0.00,0.15,0.00
8/15/2018,Brown,ELECTRIC PWR EQMT OP,All,ALL,,45.09,56.52,1.5,1.5,2,2,7.10,12.62,0.00,0.45,0.00
8/15/2018,Brown,ELECTRIC PWR GRNDMAN,All,ALL,,30.81,56.52,1.5,1.5,2,2,6.67,8.62,0.00,0.31,0.00
8/15/2018,Brown,ELECTRIC PWR LINEMAN,All,ALL,,50.11,56.52,1.5,1.5,2,2,7.25,14.03,0.00,0.50,0.00
8/15/2018,Brown,ELECTRIC PWR TRK DRV,All,ALL,,32.32,56.52,1.5,1.5,2,2,6.72,9.05,0.00,0.32,0.00
4/5/2019,Brown,ELECTRICIAN,All,BLD,,30.41,32.91,1.5,1.5,2,2,7.30,9.62,0.00,0.80,0.00
4/5/2019,Brown,ELECTRONIC SYS TECH,All,BLD,,28.25,30.25,1.5,1.5,2,2,7.35,12.00,0.00,0.40,0.00
8/15/2018,Brown,ELEVATOR CONSTRUCTOR,All,BLD,,44.78,50.38,2,2,2,2,15.43,16.61,3.58,0.61,0.00
8/15/2018,Brown,GLAZIER,All,BLD,,35.91,37.91,1.5,1.5,2,2,6.25,10.20,0.00,0.68,0.00
11/16/2018,Brown,HT/FROST INSULATOR,ALL,BLD,,38.70,39.70,1.5,1.5,2,2,10.26,12.21,3.90,0.70,0.00
8/15/2018,Brown,IRON WORKER,All,ALL,,26.25,28.50,1.5,1.5,2,2,8.13,14.37,0.00,0.60,0.00
8/15/2018,Brown,IRON WORKER,ALL,BLD,,30.00,32.00,1.5,1.5,2,2,8.20,13.23,0.00,0.66,
8/15/2018,Brown,IRON WORKER,ALL,HWY,,31.00,32.75,1.5,1.5,2,2,8.20,13.41,0.00,0.66,
4/5/2019,Brown,LABORER,All,BLD,,26.22,27.97,1.5,1.5,2,2,9.25,13.00,0.00,0.80,0.00
4/5/2019,Brown,LABORER,All,HWY,,28.50,30.00,1.5,1.5,2,2,9.25,14.00,0.00,0.80,0.00
8/15/2018,Brown,LATHER,All,BLD,,32.24,34.49,1.5,1.5,2,2,8.55,17.50,0.00,0.54,0.00
8/15/2018,Brown,MACHINIST,All,BLD,,48.38,50.88,1.5,1.5,2,2,7.23,8.95,1.85,1.47,0.00
8/15/2018,Brown,MARBLE FINISHERS,ALL,BLD,,30.48,30.48,1.5,1.5,2,2,8.57,8.58,0.00,0.10,
8/15/2018,Brown,MARBLE MASON,All,BLD,,30.29,31.80,1.5,1.5,2,2,9.10,11.18,0.00,0.85,0.00
8/15/2018,Brown,MILLWRIGHT,All,BLD,,32.24,34.49,1.5,1.5,2,2,8.55,17.96,0.00,0.54,0.00
8/15/2018,Brown,MILLWRIGHT,All,HWY,,34.98,36.73,1.5,1.5,2,2,8.55,18.52,0.00,0.52,0.00
4/5/2019,Brown,OPERATING ENGINEER,All,BLD,1,36.79,38.36,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
8/15/2018,Brown,OPERATING ENGINEER,All,BLD,2,34.32,38.36,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
8/15/2018,Brown,OPERATING ENGINEER,All,BLD,3,30.53,38.36,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
8/15/2018,Brown,OPERATING ENGINEER,All,BLD,4,38.36,38.36,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
4/5/2019,Brown,OPERATING ENGINEER,All,HWY,1,42.77,0.00,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
8/15/2018,Brown,OPERATING ENGINEER,All,HWY,2,38.17,0.00,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
8/15/2018,Brown,OPERATING ENGINEER,All,HWY,3,31.09,0.00,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
8/15/2018,Brown,OPERATING ENGINEER,All,HWY,4,44.38,0.00,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
8/15/2018,Brown,PAINTER,All,ALL,,31.13,32.63,1.5,1.5,2,2,5.90,10.63,0.00,0.65,0.00
8/15/2018,Brown,PAINTER OVER 30FT,All,ALL,,32.13,33.63,1.5,1.5,2,2,5.90,10.63,0.00,0.65,0.00
8/15/2018,Brown,PAINTER PWR EQMT,All,ALL,,32.13,33.63,1.5,1.5,2,2,5.90,10.63,0.00,0.65,0.00
8/15/2018,Brown,PILEDRIVER,All,BLD,,33.24,35.49,1.5,1.5,2,2,8.55,17.50,0.00,0.54,0.00
8/15/2018,Brown,PILEDRIVER,All,HWY,,33.30,35.05,1.5,1.5,2,2,8.55,17.50,0.00,0.52,0.00
8/15/2018,Brown,PIPEFITTER,All,ALL,,39.60,43.56,1.5,1.5,2,2,7.05,14.35,0.00,1.34,0.00
4/5/2019,Brown,PLUMBER,All,ALL,,39.60,43.56,1.5,1.5,2,2,7.05,14.35,0.00,1.34,0.00
12/21/2018,Brown,ROOFER,All,BLD,,30.70,33.20,1.5,1.5,2,2,10.40,9.25,0.00,0.53,0.00
4/5/2019,Brown,SHEETMETAL WORKER,All,BLD,,35.15,38.55,1.5,1.5,2,2,9.20,14.98,0.00,0.80,0.00
8/15/2018,Brown,SPRINKLER FITTER,ALL,BLD,,37.12,39.87,1.5,1.5,2,2,8.42,8.50,0.00,0.35,
8/15/2018,Brown,STONE MASON,All,BLD,,30.29,31.80,1.5,1.5,2,2,9.10,11.18,0.00,0.85,0.00
8/15/2018,Brown,TERRAZZO FINISHER,ALL,BLD,,30.48,30.48,1.5,1.5,2,2,8.57,8.58,0.00,0.10,
8/15/2018,Brown,TERRAZZO MASON,ALL,BLD,,31.98,31.98,1.5,1.5,2,2,8.57,8.58,0.00,0.10,
8/15/2018,Brown,TILE MASON,All,BLD,,32.53,32.53,1.5,1.5,2,2,9.10,8.71,0.00,0.15,0.00
8/15/2018,Brown,TRUCK DRIVER,All,ALL,1,37.16,41.17,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
8/15/2018,Brown,TRUCK DRIVER,All,ALL,2,37.69,41.17,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
8/15/2018,Brown,TRUCK DRIVER,All,ALL,3,37.98,41.17,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
8/15/2018,Brown,TRUCK DRIVER,All,ALL,4,38.30,41.17,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
8/15/2018,Brown,TRUCK DRIVER,All,ALL,5,39.32,41.17,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
8/15/2018,Brown,TRUCK DRIVER,All,O&C,1,29.73,32.94,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
8/15/2018,Brown,TRUCK DRIVER,All,O&C,2,30.15,32.94,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
8/15/2018,Brown,TRUCK DRIVER,All,O&C,3,30.38,32.94,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
8/15/2018,Brown,TRUCK DRIVER,All,O&C,4,30.64,32.94,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
8/15/2018,Brown,TRUCK DRIVER,All,O&C,5,31.46,32.94,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
8/15/2018,Brown,TUCKPOINTER,All,BLD,,30.29,31.80,1.5,1.5,2,2,9.10,11.18,0.00,0.85,0.00
4/5/2019,Bureau,ASBESTOS ABT-GEN,All,ALL,,31.14,33.14,1.5,1.5,2,2,8.92,14.92,0.00,0.80,0.00
11/5/2018,Bureau,ASBESTOS ABT-MEC,All,BLD,,37.88,40.38,1.5,1.5,2,2,12.92,11.82,0.00,0.72,0.00
8/15/2018,Bureau,BOILERMAKER,All,BLD,,40.00,43.00,2,2,2,2,7.07,18.19,0.00,0.40,0.00
8/15/2018,Bureau,BRICK MASON,All,BLD,,39.79,40.79,1.5,1.5,2,2,10.25,10.40,0.00,0.87,0.00
1/11/2019,Bureau,CARPENTER,All,BLD,,33.00,36.30,1.5,1.5,2,2,10.61,17.90,0.00,0.73,0.00
4/5/2019,Bureau,CARPENTER,All,HWY,,35.15,36.90,1.5,1.5,2,2,10.83,17.89,0.00,0.73,0.00
2/22/2019,Bureau,CEMENT MASON,All,ALL,,37.70,38.76,1.5,1.5,2,2,10.35,14.93,0.00,0.50,0.00
8/15/2018,Bureau,CERAMIC TILE FNSHER,All,BLD,,35.25,35.25,1.5,1.5,2,2,10.35,6.86,0.00,0.79,0.00
8/15/2018,Bureau,COMMUNICATION TECH,All,BLD,,35.00,36.50,1.5,1.5,2,2,14.92,13.41,1.50,0.72,0.00
8/15/2018,Bureau,ELECTRIC PWR EQMT OP,All,ALL,,45.09,56.52,1.5,1.5,2,2,7.10,12.62,0.00,0.45,0.00
8/15/2018,Bureau,ELECTRIC PWR GRNDMAN,All,ALL,,30.81,56.52,1.5,1.5,2,2,6.67,8.62,0.00,0.31,0.00
8/15/2018,Bureau,ELECTRIC PWR LINEMAN,All,ALL,,50.11,56.52,1.5,1.5,2,2,7.25,14.03,0.00,0.50,0.00
8/15/2018,Bureau,ELECTRIC PWR TRK DRV,All,ALL,,32.32,56.52,1.5,1.5,2,2,6.72,9.05,0.00,0.32,0.00
1/11/2019,Bureau,ELECTRICIAN,All,BLD,,41.95,45.73,1.5,1.5,2,2,15.72,18.29,4.00,1.20,0.00
8/15/2018,Bureau,ELEVATOR CONSTRUCTOR,All,BLD,,43.44,48.87,2,2,2,2,15.43,16.61,3.48,0.61,0.00
8/15/2018,Bureau,GLAZIER,All,BLD,,35.37,37.37,1.5,1.5,1.5,2,11.85,8.30,0.00,1.25,0.00
11/5/2018,Bureau,HT/FROST INSULATOR,All,BLD,,50.50,53.00,1.5,1.5,2,2,12.92,13.16,0.00,0.72,0.00
4/5/2019,Bureau,IRON WORKER,All,ALL,,41.75,45.93,2,2,2,2,11.81,22.72,0.00,0.85,0.00
4/5/2019,Bureau,LABORER,All,ALL,,30.14,32.14,1.5,1.5,2,2,8.92,14.92,0.00,0.80,0.00
4/5/2019,Bureau,"LABORER, SKILLED",All,ALL,,30.54,32.54,1.5,1.5,2,2,8.92,14.92,0.00,0.80,0.00
8/15/2018,Bureau,LATHER,All,BLD,,33.00,36.30,1.5,1.5,2,2,10.61,17.90,0.00,0.73,0.00
8/15/2018,Bureau,MACHINIST,All,BLD,,48.38,50.88,1.5,1.5,2,2,7.23,8.95,1.85,1.47,0.00
8/15/2018,Bureau,MARBLE FINISHERS,All,BLD,,35.25,35.25,1.5,1.5,2,2,10.35,6.86,0.00,0.79,0.00
8/15/2018,Bureau,MARBLE MASON,All,BLD,,38.07,39.07,1.5,1.5,2,2,10.35,9.02,0.00,0.84,0.00
4/5/2019,Bureau,MILLWRIGHT,All,BLD,,39.38,43.32,1.5,1.5,2,2,11.31,16.25,0.00,0.70,0.00
8/15/2018,Bureau,OPERATING ENGINEER,E,BLD,1,49.30,53.30,2,2,2,2,19.65,15.10,2.00,1.40,0.00
8/15/2018,Bureau,OPERATING ENGINEER,E,BLD,2,48.00,53.30,2,2,2,2,19.65,15.10,2.00,1.40,0.00
8/15/2018,Bureau,OPERATING ENGINEER,E,BLD,3,45.45,53.30,2,2,2,2,19.65,15.10,2.00,1.40,0.00
8/15/2018,Bureau,OPERATING ENGINEER,E,BLD,4,43.70,53.30,2,2,2,2,19.65,15.10,2.00,1.40,0.00
8/15/2018,Bureau,OPERATING ENGINEER,E,BLD,5,52.30,53.30,2,2,2,2,19.65,15.10,2.00,1.40,0.00
8/15/2018,Bureau,OPERATING ENGINEER,E,BLD,6,52.30,53.30,2,2,2,2,19.65,15.10,2.00,1.40,0.00
8/15/2018,Bureau,OPERATING ENGINEER,E,BLD,7,50.30,53.30,2,2,2,2,19.65,15.10,2.00,1.40,0.00
4/5/2019,Bureau,OPERATING ENGINEER,E,HWY,1,49.30,53.30,1.5,1.5,2,2,19.65,15.10,2.00,1.40,0.00
10/26/2018,Bureau,OPERATING ENGINEER,E,HWY,2,48.75,53.30,1.5,1.5,2,2,19.65,15.10,2.00,1.40,0.00
10/26/2018,Bureau,OPERATING ENGINEER,E,HWY,3,46.70,53.30,1.5,1.5,2,2,19.65,15.10,2.00,1.40,0.00
8/15/2018,Bureau,OPERATING ENGINEER,E,HWY,4,45.30,53.30,1.5,1.5,2,2,19.65,15.10,2.00,1.40,0.00
8/15/2018,Bureau,OPERATING ENGINEER,E,HWY,5,44.10,53.30,1.5,1.5,2,2,19.65,15.10,2.00,1.40,0.00
8/15/2018,Bureau,OPERATING ENGINEER,E,HWY,6,52.30,53.30,1.5,1.5,2,2,19.65,15.10,2.00,1.40,0.00
8/15/2018,Bureau,OPERATING ENGINEER,E,HWY,7,50.30,53.30,1.5,1.5,2,2,19.65,15.10,2.00,1.40,0.00
8/15/2018,Bureau,OPERATING ENGINEER,W,BLD,1,40.01,43.01,1.5,1.5,2,2,10.00,19.73,0.00,3.30,0.00
8/15/2018,Bureau,OPERATING ENGINEER,W,BLD,2,37.07,43.01,1.5,1.5,2,2,10.00,19.73,0.00,3.30,0.00
8/15/2018,Bureau,OPERATING ENGINEER,W,BLD,3,32.21,43.01,1.5,1.5,2,2,10.00,19.73,0.00,3.30,0.00
4/5/2019,Bureau,OPERATING ENGINEER,W,HWY,1,40.02,43.02,1.5,1.5,2,2,10.00,19.73,0.00,3.30,0.00
4/5/2019,Bureau,OPERATING ENGINEER,W,HWY,2,37.08,43.02,1.5,1.5,2,2,10.00,19.73,0.00,3.30,0.00
8/15/2018,Bureau,OPERATING ENGINEER,W,HWY,3,32.22,43.02,1.5,1.5,2,2,10.00,19.73,0.00,3.30,0.00
8/15/2018,Bureau,PAINTER,All,ALL,,36.10,38.10,1.5,1.5,1.5,1.5,11.55,8.20,0.00,1.35,0.00
8/15/2018,Bureau,PAINTER SIGNS,All,BLD,,38.20,43.25,1.5,1.5,2,2,2.60,3.25,0.00,0.00,0.00
8/15/2018,Bureau,PILEDRIVER,All,BLD,,33.25,36.58,1.5,1.5,2,2,10.61,17.90,0.00,0.73,0.00
12/21/2018,Bureau,PILEDRIVER,ALL,HWY,,36.15,37.90,1.5,1.5,2,2,10.83,17.89,0.00,0.73,
11/5/2018,Bureau,PIPEFITTER,All,BLD,,48.50,51.50,1.5,1.5,2,2,10.05,18.85,0.00,2.54,0.00
8/15/2018,Bureau,PLASTERER,All,BLD,,37.70,38.76,1.5,1.5,2,2,10.35,14.93,0.00,0.50,0.00
3/1/2019,Bureau,PLUMBER,All,BLD,,50.25,53.25,1.5,1.5,2,2,14.34,14.42,0.00,1.31,0.00
12/14/2018,Bureau,ROOFER,All,BLD,,34.46,36.46,1.5,1.5,2,2,9.73,12.44,0.00,0.58,0.00
4/5/2019,Bureau,SHEETMETAL WORKER,All,BLD,,36.36,38.18,1.5,1.5,2,2,9.87,19.16,0.00,0.98,0.00
8/15/2018,Bureau,SPRINKLER FITTER,ALL,BLD,,37.12,39.87,1.5,1.5,2,2,8.42,8.50,0.00,0.35,
8/15/2018,Bureau,STONE MASON,All,BLD,,39.79,40.79,1.5,1.5,2,2,10.25,10.40,0.00,0.87,0.00
8/15/2018,Bureau,TERRAZZO FINISHER,All,BLD,,35.25,35.25,1.5,1.5,2,2,10.35,6.86,0.00,0.79,0.00
8/15/2018,Bureau,TILE LAYER,All,BLD,,38.07,39.07,1.5,1.5,2,2,10.35,9.02,0.00,0.84,0.00
8/15/2018,Bureau,TILE MASON,All,BLD,,38.07,39.07,1.5,1.5,2,2,10.35,9.02,0.00,0.84,0.00
4/5/2019,Bureau,TRUCK DRIVER,All,ALL,1,37.06,41.07,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
4/5/2019,Bureau,TRUCK DRIVER,All,ALL,2,37.60,41.07,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
4/5/2019,Bureau,TRUCK DRIVER,All,ALL,3,37.85,41.07,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
8/15/2018,Bureau,TRUCK DRIVER,All,ALL,4,38.20,41.07,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
8/15/2018,Bureau,TRUCK DRIVER,All,ALL,5,39.21,41.07,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
8/15/2018,Bureau,TRUCK DRIVER,All,O&C,1,29.65,32.86,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
8/15/2018,Bureau,TRUCK DRIVER,All,O&C,2,30.08,32.86,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
8/15/2018,Bureau,TRUCK DRIVER,All,O&C,3,30.28,32.86,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
8/15/2018,Bureau,TRUCK DRIVER,All,O&C,4,30.56,32.86,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
8/15/2018,Bureau,TRUCK DRIVER,All,O&C,5,31.37,32.86,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
4/5/2019,Bureau,TUCKPOINTER,All,BLD,,39.79,40.79,1.5,1.5,2,2,10.25,10.40,0.00,0.87,0.00
8/15/2018,Calhoun,ASBESTOS ABT-GEN,ALL,ALL,,31.09,31.59,1.5,1.5,2,2,6.30,15.55,0.00,0.80,
