Effective Date,County,Trade Title,Region,Type,Class,Base Wage,Foreman Wage,OT M-F,OT Sa,OT Su,OT Hol,H/W,Pension,Vacation,Training,Other Fringe Benefit
8/15/2018,Lawrence,STONE MASON,All,BLD,,30.92,32.78,1.5,1.5,2,2,9.10,9.67,0.00,0.85,0.00
8/15/2018,Lawrence,TERRAZZO FINISHER,ALL,BLD,,29.20,29.20,1.5,1.5,2,2,8.75,9.24,0.00,0.80,
8/15/2018,Lawrence,TILE MASON,ALL,BLD,,30.70,32.54,1.5,1.5,2,2,8.75,9.24,0.00,0.80,
8/15/2018,Lawrence,TRUCK DRIVER,ALL,ALL,1,28.95,0.00,1.5,1.5,2,2,9.30,2.90,0.00,0.25,
8/15/2018,Lawrence,TRUCK DRIVER,All,ALL,2,34.35,,1.5,1.5,2,2,11.65,4.35,0.00,0.00,0.00
8/15/2018,Lawrence,TRUCK DRIVER,All,ALL,3,34.55,,1.5,1.5,2,2,11.16,3.35,0.00,0.00,0.00
8/15/2018,Lawrence,TRUCK DRIVER,ALL,ALL,4,29.80,0.00,1.5,1.5,2,2,9.30,2.90,0.00,0.25,
8/15/2018,Lawrence,TRUCK DRIVER,ALL,ALL,5,30.55,0.00,1.5,1.5,2,2,9.30,2.90,0.00,0.25,
8/15/2018,Lawrence,TUCKPOINTER,All,BLD,,30.92,32.78,1.5,1.5,2,2,9.10,9.67,0.00,0.85,0.00
4/5/2019,Lee,ASBESTOS ABT-GEN,All,BLD,,41.25,42.25,1.5,1.5,2,2,8.92,19.08,0.00,0.80,0.00
11/5/2018,Lee,ASBESTOS ABT-MEC,All,BLD,,37.88,40.38,1.5,1.5,2,2,12.92,11.82,0.00,0.72,0.00
8/15/2018,Lee,BOILERMAKER,All,BLD,,40.00,43.00,2,2,2,2,7.07,18.19,0.00,0.40,0.00
8/15/2018,Lee,BRICK MASON,All,BLD,,41.45,44.20,1.5,1.5,2,2,11.05,14.00,0.00,0.93,0.00
4/5/2019,Lee,CARPENTER,All,BLD,,40.52,44.98,1.5,1.5,2,2,11.50,17.05,0.00,0.73,0.00
4/5/2019,Lee,CARPENTER,All,HWY,,41.77,43.52,1.5,1.5,2,2,11.50,17.05,0.00,0.73,0.00
8/15/2018,Lee,CEMENT MASON,All,ALL,,35.05,37.80,1.5,1.5,2,2,10.60,19.56,0.00,0.50,0.00
8/15/2018,Lee,CERAMIC TILE FNSHER,All,BLD,,35.05,35.05,1.5,1.5,2,2,10.35,7.11,0.00,0.78,0.00
8/15/2018,Lee,COMMUNICATION TECH,All,BLD,,40.25,44.28,1.5,1.5,2,2,13.19,14.20,0.00,0.81,0.00
8/15/2018,Lee,ELECTRIC PWR EQMT OP,All,ALL,,42.59,57.95,1.5,1.5,2,2,5.75,13.21,0.00,0.75,0.00
8/15/2018,Lee,ELECTRIC PWR EQMT OP,ALL,HWY,,41.45,56.38,1.5,1.5,2,2,5.50,12.87,0.00,0.73,
8/15/2018,Lee,ELECTRIC PWR GRNDMAN,All,ALL,,32.86,57.95,1.5,1.5,2,2,5.75,10.20,0.00,0.58,0.00
8/15/2018,Lee,ELECTRIC PWR GRNDMAN,ALL,HWY,,32.00,56.38,1.5,1.5,2,2,5.50,9.92,0.00,0.66,
8/15/2018,Lee,ELECTRIC PWR LINEMAN,All,ALL,,51.06,57.95,1.5,1.5,2,2,5.75,15.85,0.00,0.90,0.00
8/15/2018,Lee,ELECTRIC PWR LINEMAN,ALL,HWY,,49.67,56.38,1.5,1.5,2,2,5.50,15.40,0.00,0.88,
8/15/2018,Lee,ELECTRIC PWR TRK DRV,All,ALL,,34.03,57.95,1.5,1.5,2,2,5.75,10.55,0.00,0.60,0.00
8/15/2018,Lee,ELECTRIC PWR TRK DRV,ALL,HWY,,33.14,56.38,1.5,1.5,2,2,5.50,10.29,0.00,0.59,
2/22/2019,Lee,ELECTRICIAN,All,BLD,,47.00,51.70,1.5,1.5,2,2,13.19,19.38,0.00,0.94,0.00
8/15/2018,Lee,ELEVATOR CONSTRUCTOR,All,BLD,,50.47,56.78,2,2,2,2,15.43,16.61,4.04,0.61,0.00
6/14/2019,Lee,GLAZIER,All,BLD,,40.03,42.03,1.5,1.5,1.5,1.5,11.90,8.70,0.00,1.25,0.00
11/5/2018,Lee,HT/FROST INSULATOR,All,BLD,,50.50,53.00,1.5,1.5,2,2,12.92,13.16,0.00,0.72,0.00
4/5/2019,Lee,IRON WORKER,N,ALL,,39.39,45.30,2,2,2,2,12.27,25.42,0.00,1.20,0.00
8/15/2018,Lee,IRON WORKER,S,ALL,,41.75,45.93,2,2,2,2,11.81,22.72,0.00,0.85,0.00
4/5/2019,Lee,LABORER,All,BLD,,33.25,34.25,1.5,1.5,2,2,8.92,19.08,0.00,0.80,0.00
4/5/2019,Lee,LABORER,All,HWY,,38.40,39.15,1.5,1.5,2,2,8.92,19.08,0.00,0.80,0.00
4/5/2019,Lee,"LABORER, SKILLED",All,HWY,,41.25,42.00,1.5,1.5,2,2,8.92,19.08,0.00,0.80,0.00
8/15/2018,Lee,LATHER,All,BLD,,40.52,44.98,1.5,1.5,2,2,11.50,17.05,0.00,0.73,0.00
8/15/2018,Lee,MACHINIST,All,BLD,,48.38,50.88,1.5,1.5,2,2,7.23,8.95,1.85,1.47,0.00
8/15/2018,Lee,MARBLE FINISHERS,All,BLD,,35.05,35.05,1.5,1.5,2,2,10.35,7.11,0.00,0.78,0.00
8/15/2018,Lee,MARBLE MASON,All,BLD,,38.00,40.50,1.5,1.5,2,2,10.35,9.14,0.00,0.84,0.00
8/15/2018,Lee,MATERIAL TESTER I,ALL,ALL,,33.56,0.00,1.5,1.5,2,2,8.24,16.39,0.00,0.80,
8/15/2018,Lee,MATERIALS TESTER II,ALL,ALL,,33.56,0.00,1.5,1.5,2,2,8.24,16.39,0.00,0.80,
8/15/2018,Lee,MILLWRIGHT,All,BLD,,39.38,43.32,1.5,1.5,2,2,11.31,16.25,0.00,0.70,0.00
4/5/2019,Lee,OPERATING ENGINEER,All,BLD,1,46.80,50.80,2,2,2,2,19.65,14.15,2.35,1.30,0.00
8/15/2018,Lee,OPERATING ENGINEER,All,BLD,2,46.10,50.80,2,2,2,2,19.65,14.15,2.35,1.30,0.00
8/15/2018,Lee,OPERATING ENGINEER,All,BLD,3,43.65,50.80,2,2,2,2,19.65,14.15,2.35,1.30,0.00
8/15/2018,Lee,OPERATING ENGINEER,All,BLD,4,41.65,50.80,2,2,2,2,19.65,14.15,2.35,1.30,0.00
8/15/2018,Lee,OPERATING ENGINEER,All,BLD,5,50.55,50.80,2,2,2,2,19.65,14.15,2.35,1.30,0.00
8/15/2018,Lee,OPERATING ENGINEER,All,BLD,6,49.80,50.80,2,2,2,2,19.65,14.15,2.35,1.30,0.00
8/15/2018,Lee,OPERATING ENGINEER,All,BLD,7,46.80,50.80,2,2,2,2,19.65,14.15,2.35,1.30,0.00
11/16/2018,Lee,OPERATING ENGINEER,All,HWY,1,46.65,50.65,1.5,1.5,2,2,19.65,14.15,2.35,1.30,0.00
11/16/2018,Lee,OPERATING ENGINEER,All,HWY,2,46.10,50.65,1.5,1.5,2,2,19.65,14.15,2.35,1.30,0.00
11/16/2018,Lee,OPERATING ENGINEER,All,HWY,3,44.80,50.65,1.5,1.5,2,2,19.65,14.15,2.35,1.30,0.00
8/15/2018,Lee,OPERATING ENGINEER,All,HWY,4,43.35,50.65,1.5,1.5,2,2,19.65,14.15,2.35,1.30,0.00
8/15/2018,Lee,OPERATING ENGINEER,All,HWY,5,41.90,50.65,1.5,1.5,2,2,19.65,14.15,2.35,1.30,0.00
8/15/2018,Lee,OPERATING ENGINEER,All,HWY,6,49.65,50.65,1.5,1.5,2,2,19.65,14.15,2.35,1.30,0.00
8/15/2018,Lee,OPERATING ENGINEER,All,HWY,7,47.65,50.65,1.5,1.5,2,2,19.65,14.15,2.35,1.30,0.00
3/22/2019,Lee,PAINTER,All,ALL,,39.45,41.45,1.5,1.5,1.5,1.5,11.55,8.46,0.00,1.35,0.00
8/15/2018,Lee,PILEDRIVER,All,BLD,,41.02,45.53,1.5,1.5,2,2,11.50,17.05,0.00,0.73,0.00
12/21/2018,Lee,PILEDRIVER,ALL,HWY,,42.77,44.52,1.5,1.5,2,2,11.50,17.05,0.00,0.73,
4/5/2019,Lee,PIPEFITTER,All,ALL,,39.60,43.56,1.5,1.5,2,2,7.05,14.35,0.00,1.34,0.00
8/15/2018,Lee,PLASTERER,All,BLD,,35.33,38.86,1.5,1.5,2,2,11.30,16.89,0.00,0.50,0.00
8/15/2018,Lee,PLUMBER,All,ALL,,39.60,43.56,1.5,1.5,2,2,7.05,14.35,0.00,1.34,0.00
11/5/2018,Lee,ROOFER,All,BLD,,43.65,47.65,1.5,1.5,2,2,9.73,12.44,0.00,0.53,0.00
4/5/2019,Lee,SHEETMETAL WORKER,All,BLD,,42.06,45.42,1.5,1.5,2,2,7.81,19.28,0.00,0.45,0.00
8/15/2018,Lee,SPRINKLER FITTER,All,BLD,,42.87,45.62,1.5,1.5,2,2,9.67,9.80,0.00,0.77,0.00
8/15/2018,Lee,STONE MASON,All,BLD,,41.45,44.20,1.5,1.5,2,2,11.05,14.00,0.00,0.93,0.00
8/15/2018,Lee,TERRAZZO FINISHER,All,BLD,,35.05,35.05,1.5,1.5,2,2,10.35,7.11,0.00,0.78,0.00
8/15/2018,Lee,TERRAZZO MASON,All,BLD,,38.00,40.50,1.5,1.5,2,2,10.35,9.14,0.00,0.84,0.00
8/15/2018,Lee,TILE LAYER,All,BLD,,38.00,40.50,1.5,1.5,2,2,10.35,9.14,0.00,0.84,0.00
8/15/2018,Lee,TILE MASON,All,BLD,,38.00,40.50,1.5,1.5,2,2,10.35,9.14,0.00,0.84,0.00
8/15/2018,Lee,TRUCK DRIVER,ALL,O&C,1,28.92,32.03,1.5,1.5,2,2,12.16,5.89,0.00,0.25,
8/15/2018,Lee,TRUCK DRIVER,ALL,O&C,2,29.34,32.03,1.5,1.5,2,2,12.16,5.89,0.00,0.25,
8/15/2018,Lee,TRUCK DRIVER,ALL,O&C,3,29.53,32.03,1.5,1.5,2,2,12.16,5.89,0.00,0.25,
8/15/2018,Lee,TRUCK DRIVER,ALL,O&C,4,29.80,32.03,1.5,1.5,2,2,12.16,5.89,0.00,0.25,
8/15/2018,Lee,TRUCK DRIVER,All,O&C,5,37.97,37.91,1.5,1.5,2,2,9.00,11.64,0.00,0.15,0.00
4/5/2019,Lee,TRUCK DRIVER,E,ALL,1,37.36,37.91,1.5,1.5,2,2,9.00,11.64,0.00,0.15,0.00
8/15/2018,Lee,TRUCK DRIVER,E,ALL,2,36.13,36.53,1.5,1.5,2,2,8.25,10.14,0.00,0.15,
8/15/2018,Lee,TRUCK DRIVER,E,ALL,3,36.33,36.53,1.5,1.5,2,2,8.25,10.14,0.00,0.15,
8/15/2018,Lee,TRUCK DRIVER,E,ALL,4,36.53,36.53,1.5,1.5,2,2,8.25,10.14,0.00,0.15,
4/5/2019,Lee,TRUCK DRIVER,W,ALL,1,37.06,41.07,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
4/5/2019,Lee,TRUCK DRIVER,W,ALL,2,37.60,41.07,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
8/15/2018,Lee,TRUCK DRIVER,W,ALL,3,37.85,41.07,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
8/15/2018,Lee,TRUCK DRIVER,W,ALL,4,38.20,41.07,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
8/15/2018,Lee,TRUCK DRIVER,W,ALL,5,39.21,41.07,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
8/15/2018,Lee,TUCKPOINTER,All,BLD,,41.45,44.20,1.5,1.5,2,2,11.05,14.00,0.00,0.93,0.00
4/5/2019,Livingston,ASBESTOS ABT-GEN,All,BLD,,30.94,31.94,1.5,1.5,2,2,8.20,14.74,0.00,0.80,0.00
8/15/2018,Livingston,ASBESTOS ABT-GEN,All,HWY,,33.73,34.28,1.5,1.5,2,2,8.20,14.74,0.00,0.80,0.00
11/5/2018,Livingston,ASBESTOS ABT-MEC,All,BLD,,37.88,40.38,1.5,1.5,2,2,12.92,11.82,0.00,0.72,0.00
11/23/2018,Livingston,BOILERMAKER,All,BLD,,40.00,43.00,2,2,2,2,7.07,18.19,0.00,0.40,0.00
8/15/2018,Livingston,BRICK MASON,All,BLD,,39.79,40.79,1.5,1.5,2,2,10.25,10.40,0.00,0.87,0.00
4/5/2019,Livingston,CARPENTER,All,BLD,,32.45,34.70,1.5,1.5,2,2,8.55,18.00,0.00,0.54,0.00
4/5/2019,Livingston,CARPENTER,All,HWY,,34.66,36.91,1.5,1.5,2,2,8.55,18.60,0.00,0.52,0.00
4/5/2019,Livingston,CEMENT MASON,N,ALL,,34.43,35.68,1.5,1.5,2,2,6.30,15.85,0.00,0.60,0.00
8/15/2018,Livingston,CEMENT MASON,S,ALL,,32.99,33.99,1.5,1.5,2,2,6.30,15.85,0.00,0.60,0.00
8/15/2018,Livingston,CERAMIC TILE FNSHER,All,BLD,,35.25,35.25,1.5,1.5,2,2,10.35,6.86,0.00,0.79,0.00
8/15/2018,Livingston,ELECTRIC PWR EQMT OP,All,ALL,,45.09,56.52,1.5,1.5,2,2,7.10,12.62,0.00,0.45,0.00
8/15/2018,Livingston,ELECTRIC PWR GRNDMAN,All,ALL,,30.81,56.52,1.5,1.5,2,2,6.67,8.62,0.00,0.31,0.00
8/15/2018,Livingston,ELECTRIC PWR LINEMAN,All,ALL,,50.11,56.52,1.5,1.5,2,2,7.25,14.03,0.00,0.50,0.00
8/15/2018,Livingston,ELECTRIC PWR TRK DRV,All,ALL,,32.32,56.52,1.5,1.5,2,2,6.72,9.05,0.00,0.32,0.00
4/5/2019,Livingston,ELECTRICIAN,All,BLD,,40.16,42.57,1.5,1.5,2,2,7.05,9.48,0.00,0.60,0.00
8/15/2018,Livingston,ELECTRONIC SYS TECH,All,BLD,,31.31,33.31,1.5,1.5,2,2,7.05,9.24,0.00,0.40,0.00
8/15/2018,Livingston,ELEVATOR CONSTRUCTOR,All,BLD,,44.78,50.38,2,2,2,2,15.43,16.61,3.58,0.61,0.00
8/15/2018,Livingston,GLAZIER,All,BLD,,35.37,37.37,1.5,1.5,1.5,2,11.85,8.30,0.00,1.25,0.00
11/5/2018,Livingston,HT/FROST INSULATOR,All,BLD,,50.50,53.00,1.5,1.5,2,2,12.92,13.16,0.00,0.72,0.00
4/5/2019,Livingston,IRON WORKER,E,ALL,,42.25,46.48,2,2,2,2,11.81,23.14,0.00,0.85,0.00
8/15/2018,Livingston,IRON WORKER,W,ALL,,41.25,,1.5,1.5,2,2,11.26,22.27,0.00,0.85,0.00
8/15/2018,Livingston,LABORER,All,BLD,,29.94,30.94,1.5,1.5,2,2,8.20,14.74,0.00,0.80,0.00
4/5/2019,Livingston,LABORER,All,HWY,,32.73,33.28,1.5,1.5,2,2,8.20,14.74,0.00,0.80,0.00
8/15/2018,Livingston,"LABORER, SKILLED",All,BLD,,29.94,30.94,1.5,1.5,2,2,8.20,14.74,0.00,0.80,0.00
4/5/2019,Livingston,"LABORER, SKILLED",All,HWY,,32.73,33.28,1.5,1.5,2,2,8.20,14.74,0.00,0.80,0.00
8/15/2018,Livingston,LATHER,All,BLD,,32.45,34.70,1.5,1.5,2,2,8.55,18.00,0.00,0.54,0.00
8/15/2018,Livingston,MACHINIST,All,BLD,,48.38,50.88,1.5,1.5,2,2,7.23,8.95,1.85,1.47,0.00
8/15/2018,Livingston,MARBLE FINISHERS,All,BLD,,35.25,35.25,1.5,1.5,2,2,10.35,6.86,0.00,0.79,0.00
8/15/2018,Livingston,MARBLE MASON,All,BLD,,38.07,39.07,1.5,1.5,2,2,10.35,9.02,0.00,0.84,0.00
8/15/2018,Livingston,MILLWRIGHT,All,BLD,,32.24,34.49,1.5,1.5,2,2,8.55,18.64,0.00,0.54,0.00
8/15/2018,Livingston,MILLWRIGHT,All,HWY,,35.01,37.26,1.5,1.5,2,2,8.55,18.80,0.00,0.52,0.00
8/15/2018,Livingston,OPERATING ENGINEER,All,BLD,1,49.30,53.30,2,2,2,2,19.65,15.10,2.00,1.40,0.00
8/15/2018,Livingston,OPERATING ENGINEER,All,BLD,2,48.00,53.30,2,2,2,2,19.65,15.10,2.00,1.40,0.00
8/15/2018,Livingston,OPERATING ENGINEER,All,BLD,3,45.45,53.30,2,2,2,2,19.65,15.10,2.00,1.40,0.00
8/15/2018,Livingston,OPERATING ENGINEER,All,BLD,4,43.70,53.30,2,2,2,2,19.65,15.10,2.00,1.40,0.00
8/15/2018,Livingston,OPERATING ENGINEER,All,BLD,5,52.30,53.30,2,2,2,2,19.65,15.10,2.00,1.40,0.00
8/15/2018,Livingston,OPERATING ENGINEER,All,BLD,6,52.30,53.30,2,2,2,2,19.65,15.10,2.00,1.40,0.00
8/15/2018,Livingston,OPERATING ENGINEER,All,BLD,7,50.30,53.30,2,2,2,2,19.65,15.10,2.00,1.40,0.00
4/5/2019,Livingston,OPERATING ENGINEER,All,HWY,1,49.30,53.30,1.5,1.5,2,2,19.65,15.10,2.00,1.40,0.00
4/5/2019,Livingston,OPERATING ENGINEER,All,HWY,2,48.75,53.30,1.5,1.5,2,2,19.65,15.10,2.00,1.40,0.00
8/15/2018,Livingston,OPERATING ENGINEER,All,HWY,3,46.70,53.30,1.5,1.5,2,2,19.65,15.10,2.00,1.40,0.00
8/15/2018,Livingston,OPERATING ENGINEER,All,HWY,4,45.30,53.30,1.5,1.5,2,2,19.65,15.10,2.00,1.40,0.00
8/15/2018,Livingston,OPERATING ENGINEER,All,HWY,5,44.10,53.30,1.5,1.5,2,2,19.65,15.10,2.00,1.40,0.00
8/15/2018,Livingston,OPERATING ENGINEER,All,HWY,6,52.30,53.30,1.5,1.5,2,2,19.65,15.10,2.00,1.40,0.00
8/15/2018,Livingston,OPERATING ENGINEER,All,HWY,7,50.30,53.30,1.5,1.5,2,2,19.65,15.10,2.00,1.40,0.00
8/15/2018,Livingston,PAINTER,All,ALL,,36.10,38.10,1.5,1.5,1.5,1.5,11.55,8.20,0.00,1.35,0.00
8/15/2018,Livingston,PAINTER SIGNS,All,BLD,,38.20,43.25,1.5,1.5,2,2,2.60,3.25,0.00,0.00,0.00
8/15/2018,Livingston,PILEDRIVER,All,BLD,,33.45,35.70,1.5,1.5,2,2,8.55,18.00,0.00,0.54,0.00
8/15/2018,Livingston,PILEDRIVER,All,HWY,,34.66,36.91,1.5,1.5,2,2,8.55,18.60,0.00,0.52,0.00
11/5/2018,Livingston,PIPEFITTER,N,BLD,,48.50,51.50,1.5,1.5,2,2,10.05,18.85,0.00,2.54,0.00
8/15/2018,Livingston,PIPEFITTER,S,BLD,,42.30,46.53,1.5,1.5,2,2,7.25,12.85,0.00,1.55,0.00
8/15/2018,Livingston,PLASTERER,N,BLD,,43.25,45.85,1.5,1.5,2,2,14.25,16.69,0.00,1.35,0.00
8/15/2018,Livingston,PLASTERER,S,BLD,,32.99,45.85,1.5,1.5,2,2,6.30,15.85,0.00,0.60,0.00
8/15/2018,Livingston,PLUMBER,N,BLD,,50.25,53.25,1.5,1.5,2,2,14.34,14.42,0.00,1.31,0.00
8/15/2018,Livingston,PLUMBER,S,BLD,,42.30,46.53,1.5,1.5,2,2,7.25,12.85,0.00,1.55,0.00
8/15/2018,Livingston,ROOFER,All,BLD,,31.50,34.65,1.5,1.5,2,2,9.00,9.70,0.00,0.30,0.00
12/14/2018,Livingston,SHEETMETAL WORKER,All,BLD,,48.02,50.42,1.5,1.5,2,2,10.75,16.19,0.00,1.03,3.50
8/15/2018,Livingston,SPRINKLER FITTER,All,BLD,,42.87,45.62,1.5,1.5,2,2,9.67,9.80,0.00,0.35,0.00
8/15/2018,Livingston,STONE MASON,All,BLD,,39.79,40.79,1.5,1.5,2,2,10.25,10.40,0.00,0.87,0.00
8/15/2018,Livingston,TERRAZZO FINISHER,All,BLD,,35.25,35.25,1.5,1.5,2,2,10.35,6.86,0.00,0.79,0.00
8/15/2018,Livingston,TILE MASON,All,BLD,,38.07,39.07,1.5,1.5,2,2,10.35,9.02,0.00,0.84,0.00
8/15/2018,Livingston,TRUCK DRIVER,NW,ALL,1,37.06,41.07,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
8/15/2018,Livingston,TRUCK DRIVER,NW,ALL,2,37.60,41.07,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
4/5/2019,Livingston,TRUCK DRIVER,NW,ALL,3,37.85,41.07,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
8/15/2018,Livingston,TRUCK DRIVER,NW,ALL,4,38.20,41.07,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
8/15/2018,Livingston,TRUCK DRIVER,NW,ALL,5,39.21,41.07,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
4/5/2019,Livingston,TRUCK DRIVER,SE,ALL,1,38.41,38.96,1.5,1.5,2,2,9.15,10.43,0.00,0.15,0.00
8/15/2018,Livingston,TRUCK DRIVER,SE,ALL,2,38.56,38.96,1.5,1.5,2,2,9.15,10.43,0.00,0.15,0.00
8/15/2018,Livingston,TRUCK DRIVER,SE,ALL,3,38.76,38.96,1.5,1.5,2,2,9.15,10.43,0.00,0.15,0.00
4/5/2019,Livingston,TRUCK DRIVER,SE,ALL,4,38.96,38.96,1.5,1.5,2,2,9.15,10.43,0.00,0.15,0.00
8/15/2018,Livingston,TUCKPOINTER,All,BLD,,39.79,40.79,1.5,1.5,2,2,10.25,10.40,0.00,0.87,0.00
4/5/2019,Logan,ASBESTOS ABT-GEN,All,BLD,,31.79,33.04,1.5,1.5,2,2,6.30,16.66,0.00,0.90,0.00
8/15/2018,Logan,ASBESTOS ABT-MEC,ALL,BLD,,31.56,32.56,1.5,1.5,2,2,8.25,3.00,0.00,0.00,
8/15/2018,Logan,BOILERMAKER,All,BLD,,40.00,43.00,2,2,2,2,7.07,18.19,0.00,0.40,0.00
8/15/2018,Logan,BRICK MASON,All,BLD,,31.72,33.31,1.5,1.5,2,2,9.10,13.96,0.00,0.85,0.00
4/5/2019,Logan,CARPENTER,All,BLD,,32.98,35.23,1.5,1.5,2,2,8.55,17.50,0.00,0.54,0.00
4/5/2019,Logan,CARPENTER,All,HWY,,33.30,35.05,1.5,1.5,2,2,8.55,17.50,0.00,0.52,0.00
4/5/2019,Logan,CEMENT MASON,All,BLD,,31.03,32.78,1.5,1.5,2,2,8.50,16.90,0.00,0.62,0.00
1/18/2019,Logan,CEMENT MASON,All,HWY,,29.00,30.25,1.5,1.5,2,2,9.10,13.26,0.00,0.65,0.00
8/15/2018,Logan,CERAMIC TILE FNSHER,All,BLD,,31.03,31.03,1.5,1.5,2,2,9.10,10.29,0.00,0.15,0.00
8/15/2018,Logan,ELECTRIC PWR EQMT OP,All,ALL,,45.09,56.52,1.5,1.5,2,2,7.10,12.62,0.00,0.45,0.00
8/15/2018,Logan,ELECTRIC PWR GRNDMAN,All,ALL,,30.81,56.52,1.5,1.5,2,2,6.67,8.62,0.00,0.31,0.00
8/15/2018,Logan,ELECTRIC PWR LINEMAN,All,ALL,,50.11,56.52,1.5,1.5,2,2,7.25,14.03,0.00,0.50,0.00
8/15/2018,Logan,ELECTRIC PWR TRK DRV,All,ALL,,32.32,56.52,1.5,1.5,2,2,6.72,9.05,0.00,0.32,0.00
12/14/2018,Logan,ELECTRICIAN,All,BLD,,35.34,37.34,1.5,1.5,2,2,7.58,10.61,0.00,0.40,0.00
10/26/2018,Logan,ELECTRONIC SYS TECH,All,BLD,,31.60,33.60,1.5,1.5,2,2,7.05,8.95,0.00,0.40,0.00
8/15/2018,Logan,ELEVATOR CONSTRUCTOR,All,BLD,,44.78,50.38,2,2,2,2,15.43,16.61,3.58,0.61,0.00
4/5/2019,Logan,GLAZIER,All,BLD,,35.91,37.91,1.5,1.5,2,2,6.25,10.20,0.00,0.68,0.00
11/16/2018,Logan,HT/FROST INSULATOR,ALL,BLD,,38.70,39.70,1.5,1.5,2,2,10.26,12.21,3.90,0.70,0.00
4/5/2019,Logan,IRON WORKER,All,BLD,,31.64,33.64,1.5,1.5,2,2,9.82,15.16,0.00,0.70,0.00
4/5/2019,Logan,IRON WORKER,All,HWY,,33.11,34.86,1.5,1.5,2,2,9.82,16.07,0.00,0.70,0.00
4/5/2019,Logan,LABORER,All,BLD,,29.29,30.54,1.5,1.5,2,2,6.30,16.66,0.00,0.80,0.00
4/5/2019,Logan,LABORER,All,HWY,,29.38,30.13,1.5,1.5,2,2,6.30,16.96,0.00,0.80,0.00
8/15/2018,Logan,LATHER,All,BLD,,32.98,35.23,1.5,1.5,2,2,8.55,17.50,0.00,0.54,0.00
8/15/2018,Logan,MACHINIST,All,BLD,,48.38,50.88,1.5,1.5,2,2,7.23,8.95,1.85,1.47,0.00
8/15/2018,Logan,MARBLE FINISHERS,ALL,BLD,,30.70,30.70,1.5,1.5,2,2,8.57,9.94,0.00,0.10,
8/15/2018,Logan,MARBLE MASON,All,BLD,,31.72,33.31,1.5,1.5,2,2,9.10,13.96,0.00,0.85,0.00
8/15/2018,Logan,MILLWRIGHT,All,BLD,,32.24,34.49,1.5,1.5,2,2,8.55,18.57,0.00,0.54,0.00
8/15/2018,Logan,MILLWRIGHT,All,HWY,,34.98,36.73,1.5,1.5,2,2,8.55,18.52,0.00,0.52,0.00
8/15/2018,Logan,OPERATING ENGINEER,All,BLD,1,36.79,38.36,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
8/15/2018,Logan,OPERATING ENGINEER,All,BLD,2,34.32,38.36,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
8/15/2018,Logan,OPERATING ENGINEER,All,BLD,3,30.53,38.36,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
8/15/2018,Logan,OPERATING ENGINEER,All,BLD,4,38.36,38.36,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
4/5/2019,Logan,OPERATING ENGINEER,All,HWY,1,42.77,0.00,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
4/5/2019,Logan,OPERATING ENGINEER,All,HWY,2,38.17,0.00,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
8/15/2018,Logan,OPERATING ENGINEER,All,HWY,3,31.09,0.00,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
8/15/2018,Logan,OPERATING ENGINEER,All,HWY,4,44.38,0.00,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
8/15/2018,Logan,PAINTER,All,ALL,,31.13,32.63,1.5,1.5,2,2,5.90,10.63,0.00,0.65,0.00
8/15/2018,Logan,PAINTER OVER 30FT,All,ALL,,32.13,33.63,1.5,1.5,2,2,5.90,10.63,0.00,0.65,0.00
8/15/2018,Logan,PAINTER PWR EQMT,All,ALL,,32.13,33.63,1.5,1.5,2,2,5.90,10.63,0.00,0.65,0.00
8/15/2018,Logan,PILEDRIVER,All,BLD,,33.98,36.23,1.5,1.5,2,2,8.55,17.50,0.00,0.54,0.00
8/15/2018,Logan,PILEDRIVER,All,HWY,,33.30,35.05,1.5,1.5,2,2,8.55,17.50,0.00,0.52,0.00
8/15/2018,Logan,PIPEFITTER,All,BLD,,42.35,46.35,1.5,1.5,2,2,7.25,10.51,0.00,1.11,0.00
8/15/2018,Logan,PLASTERER,All,BLD,,29.91,31.16,1.5,1.5,2,2,8.65,17.24,0.00,0.80,0.00
1/4/2019,Logan,PLUMBER,All,BLD,,42.35,46.35,1.5,1.5,2,2,7.25,10.51,0.00,1.11,0.00
8/15/2018,Logan,ROOFER,All,BLD,,30.70,33.20,1.5,1.5,2,2,10.40,9.25,0.00,0.53,0.00
